SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,470 19th St,Santa Monica,CA,90402,5690000,5,6.0,C14 - Santa Monica,4463,8953,1947,5,1275,,Active,,,http://www.redfin.com/CA/Santa-Monica/470-19th-St-90402/home/6770633,CRMLS,PW20143609,N,Y,34.0386949,-118.4943111
MLS Listing,,Single Family Residential,801 Stanford St,Santa Monica,CA,90403,3749000,2,2.5,C14 - Santa Monica,2246,19991,1939,27,1669,,Active,,,http://www.redfin.com/CA/Santa-Monica/801-Stanford-St-90403/home/6762314,CRMLS,BB20129635,N,Y,34.0445057,-118.4796187
MLS Listing,,Condo/Co-op,1319 11th St #5,Santa Monica,CA,90401,649000,1,1.0,Santa Monica,536,7523,1958,54,1211,334,Active,,,http://www.redfin.com/CA/Santa-Monica/1319-11th-St-90401/unit-5/home/6774034,TheMLS,20-586222,N,Y,34.0229264,-118.4893481
MLS Listing,,Condo/Co-op,848 Lincoln Blvd Unit A,Santa Monica,CA,90403,1299000,2,2.5,Santa Monica,1420,14988,1982,133,915,635,Active,,,http://www.redfin.com/CA/Santa-Monica/848-Lincoln-Blvd-90403/unit-A/home/6780004,TheMLS,20-565224,N,Y,34.0263061,-118.4998716
PAST SALE,July-10-2020,Condo/Co-op,2721 2nd St #212,Santa Monica,CA,90405,669000,1,1.0,Santa Monica,643,26025,1972,19,1040,451,Sold,,,http://www.redfin.com/CA/Santa-Monica/2721-2nd-St-90405/unit-212/home/6777919,TheMLS,20-582852,N,Y,34.0010213,-118.48107
PAST SALE,July-15-2020,Townhouse,1314 17th St #7,Santa Monica,CA,90404,1055000,2,3.0,Santa Monica,1209,37473,1973,14,873,465,Sold,,,http://www.redfin.com/CA/Santa-Monica/1314-17th-St-90404/unit-7/home/6774114,TheMLS,20-582832,N,Y,34.0271804,-118.4843248
MLS Listing,,Single Family Residential,1010 Centinela Ave,Santa Monica,CA,90403,2500000,4,3.0,Santa Monica,1785,9043,1953,1,1401,,Active,,,http://www.redfin.com/CA/Santa-Monica/1010-Centinela-Ave-90403/home/6762263,TheMLS,20-610904,N,Y,34.0436667,-118.4745577
MLS Listing,,Single Family Residential,823 Wilson Pl,Santa Monica,CA,90405,2795000,6,4.0,Santa Monica,3580,7378,1913,1,781,,Active,,,http://www.redfin.com/CA/Santa-Monica/823-Wilson-Pl-90405/home/6776257,TheMLS,20-608344,N,Y,34.0047841,-118.472094
MLS Listing,,Townhouse,1420 Princeton St #5,Santa Monica,CA,90404,1049000,2,3.0,Santa Monica,1300,7138,1991,1,807,350,Active,,,http://www.redfin.com/CA/Santa-Monica/1420-Princeton-St-90404/unit-5/home/6763735,TheMLS,20-609782,N,Y,34.03337,-118.4731523
MLS Listing,,Condo/Co-op,2411 3rd St Unit H,Santa Monica,CA,90405,799000,1,1.0,Santa Monica,693,15464,1922,1,1153,214,Active,,,http://www.redfin.com/CA/Santa-Monica/2411-3rd-St-90405/unit-H/home/6777387,TheMLS,20-609978,N,Y,34.0051195,-118.483451
MLS Listing,,Condo/Co-op,833 Ocean Ave #303,Santa Monica,CA,90403,2349000,2,2.0,Santa Monica,1430,14990,1976,1,1643,1100,Active,,,http://www.redfin.com/CA/Santa-Monica/833-Ocean-Ave-90403/unit-303/home/6781059,TheMLS,20-610304,N,Y,34.0216832,-118.5063155
MLS Listing,,Condo/Co-op,2021 California Ave #9,Santa Monica,CA,90403,939000,2,2.0,Santa Monica,1094,27504,1958,1,858,451,Active,,,http://www.redfin.com/CA/Santa-Monica/2021-California-Ave-90403/unit-9/home/6769457,TheMLS,20-610720,N,Y,34.0335464,-118.4843762
MLS Listing,,Single Family Residential,428 21st St,Santa Monica,CA,90402,3690000,3,2.5,Santa Monica,2528,8940,1925,1,1460,,Active,,,http://www.redfin.com/CA/Santa-Monica/428-21st-St-90402/home/6770408,TheMLS,20-610454,N,Y,34.0408711,-118.4936359
MLS Listing,,Townhouse,1232 Stanford St #3,Santa Monica,CA,90404,909000,2,2.5,Santa Monica,1215,17036,1974,1,748,350,Active,,,http://www.redfin.com/CA/Santa-Monica/1232-Stanford-St-90404/unit-3/home/6763035,TheMLS,20-610316,N,Y,34.0380489,-118.4730634
MLS Listing,,Condo/Co-op,1419 15th St #5,Santa Monica,CA,90404,799000,2,1.0,Santa Monica,832,7493,1956,1,960,347,Active,,,http://www.redfin.com/CA/Santa-Monica/1419-15th-St-90404/unit-5/home/6774158,TheMLS,20-608466,N,Y,34.0246507,-118.4839928
MLS Listing,,Condo/Co-op,1705 Ocean Ave #314,Santa Monica,CA,90401,2799000,2,2.25,Santa Monica,1609,,2014,1,1740,1598,Active,,,http://www.redfin.com/CA/Santa-Monica/1705-Ocean-Ave-90401/unit-314/home/52822984,TheMLS,20-609678,N,Y,34.0097742,-118.4926885
MLS Listing,,Condo/Co-op,1754 11th St #102,Santa Monica,CA,90404,1069000,2,2.5,Santa Monica,1401,7514,1990,1,763,375,Active,,,http://www.redfin.com/CA/Santa-Monica/1754-11th-St-90404/unit-102/home/6774434,TheMLS,20-608518,N,Y,34.0161196,-118.4824591
MLS Listing,,Single Family Residential,307 19th St,Santa Monica,CA,90402,3800000,5,3.5,Santa Monica,3172,8953,1926,1,1198,,Active,,,http://www.redfin.com/CA/Santa-Monica/307-19th-St-90402/home/6770554,TheMLS,20-600338,N,Y,34.0417387,-118.4970847
MLS Listing,,Condo/Co-op,535 Ocean Ave Unit 1C,Santa Monica,CA,90402,1425000,1,1.0,Santa Monica,1178,22462,1963,2,1210,1915,Active,,,http://www.redfin.com/CA/Santa-Monica/535-Ocean-Ave-90402/unit-1C/home/6781929,TheMLS,20-609980,N,Y,34.0242852,-118.5097061
MLS Listing,,Vacant Land,1900 20th St,Santa Monica,CA,90404,2435000,,,Santa Monica,,7575,,2,,,Active,,,http://www.redfin.com/CA/Santa-Monica/1900-20th-St-90404/home/22354951,TheMLS,20-607926,N,Y,34.021598,-118.472269
MLS Listing,,Single Family Residential,1048 Chelsea Ave,Santa Monica,CA,90403,1450000,2,1.0,C14 - Santa Monica,1102,6211,1947,2,1316,,Active,,,http://www.redfin.com/CA/Santa-Monica/1048-Chelsea-Ave-90403/home/6769321,CRMLS,DW20148984,N,Y,34.0362682,-118.4812865
MLS Listing,,Single Family Residential,1309 Arizona Ave,Santa Monica,CA,90404,1450000,1,1.0,C14 - Santa Monica,728,2502,1923,2,1992,,Active,,,http://www.redfin.com/CA/Santa-Monica/1309-Arizona-Ave-90404/home/6773689,CRISNet,SR20145236,N,Y,34.0251137,-118.4879699
MLS Listing,,Condo/Co-op,201 Ocean Ave Unit 1609P,Santa Monica,CA,90402,2895000,3,2.5,Santa Monica,1566,38608,1971,2,1849,4143,Active,,,http://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-1609P/home/17243696,TheMLS,20-603240,N,Y,34.0270978,-118.5143597
MLS Listing,,Multi-Family (2-4 Unit),2401 Oak St,Santa Monica,CA,90405,2473000,6,4.0,Santa Monica,3091,6535,1948,2,800,,Active,,,http://www.redfin.com/CA/Santa-Monica/2401-Oak-St-90405/home/6766116,TheMLS,20-609638,N,Y,34.015595,-118.459923
MLS Listing,,Condo/Co-op,1144 Stanford St #7,Santa Monica,CA,90403,599000,1,1.0,Santa Monica,682,10220,1964,5,878,400,Active,,,http://www.redfin.com/CA/Santa-Monica/1144-Stanford-St-90403/unit-7/home/8147803,TheMLS,20-609220,N,Y,34.0393676,-118.4746083
MLS Listing,,Condo/Co-op,629 Idaho Ave #2,Santa Monica,CA,90403,649000,1,1.0,Santa Monica,636,14994,1957,5,1020,324,Active,,,http://www.redfin.com/CA/Santa-Monica/629-Idaho-Ave-90403/unit-2/home/6780246,TheMLS,20-608924,N,Y,34.025449,-118.5007248
MLS Listing,,Townhouse,2115 3rd St #203,Santa Monica,CA,90405,2595000,3,3.5,Santa Monica,2302,26994,1991,5,1127,933,Active,,,http://www.redfin.com/CA/Santa-Monica/2115-3rd-St-90405/unit-203/home/6779551,TheMLS,20-607880,N,Y,34.0071203,-118.4857932
MLS Listing,,Condo/Co-op,1705 Ocean Ave #502,Santa Monica,CA,90401,2880000,2,2.0,Santa Monica,,40866,2014,5,,1750,Active,,,http://www.redfin.com/CA/Santa-Monica/1705-Ocean-Ave-90401/unit-502/home/57101595,TheMLS,20-608464,N,Y,34.0097742,-118.4926885
MLS Listing,,Condo/Co-op,2817 3rd St #1,Santa Monica,CA,90405,2225000,3,2.0,Santa Monica,2001,,,6,1112,696,Active,,,http://www.redfin.com/CA/Santa-Monica/2817-3rd-St-90405/unit-1/home/172347701,TheMLS,20-608566,N,Y,34.0011409,-118.479748
MLS Listing,,Single Family Residential,720 Arizona Ave,Santa Monica,CA,90401,2250000,2,1.0,Santa Monica,1064,3252,1922,6,2115,,Active,,,http://www.redfin.com/CA/Santa-Monica/720-Arizona-Ave-90401/home/6779914,TheMLS,20-608426,N,Y,34.0203919,-118.4931736
MLS Listing,,Multi-Family (2-4 Unit),2623 28th St,Santa Monica,CA,90405,1680000,5,4.0,Santa Monica,2140,5984,1945,6,785,,Active,,,http://www.redfin.com/CA/Santa-Monica/2623-28th-St-90405/home/6765195,TheMLS,20-607372,N,Y,34.019772,-118.456236
MLS Listing,,Condo/Co-op,1229 Stanford St #6,Santa Monica,CA,90404,1099000,2,2.5,Santa Monica,1357,7505,1981,6,810,300,Active,,,http://www.redfin.com/CA/Santa-Monica/1229-Stanford-St-90404/unit-6/home/6762973,TheMLS,20-589774,N,Y,34.0386182,-118.472716
MLS Listing,,Condo/Co-op,1447 Stanford St Unit C,Santa Monica,CA,90404,829000,2,1.75,Santa Monica,1035,31232,1967,6,801,268,Active,,,http://www.redfin.com/CA/Santa-Monica/1447-Stanford-St-90404/unit-C/home/8184465,TheMLS,20-607816,N,Y,34.0355411,-118.4690372
MLS Listing,,Condo/Co-op,1317 Franklin St Unit B,Santa Monica,CA,90404,589000,1,1.0,Santa Monica,503,29047,1953,7,1171,341,Active,,,http://www.redfin.com/CA/Santa-Monica/1317-Franklin-St-90404/unit-B/home/6763507,TheMLS,20-607764,N,Y,34.038987,-118.4695154
MLS Listing,,Condo/Co-op,1002 14th St #4,Santa Monica,CA,90403,949000,2,1.75,Santa Monica,957,7522,1969,8,992,429,Active,,,http://www.redfin.com/CA/Santa-Monica/1002-14th-St-90403/unit-4/home/6772495,TheMLS,20-607122,N,Y,34.0291779,-118.4921838
MLS Listing,,Condo/Co-op,2203 Ocean Ave #104,Santa Monica,CA,90405,1900000,2,2.0,Santa Monica,1097,12982,1989,8,1732,480,Active,,,http://www.redfin.com/CA/Santa-Monica/2203-Ocean-Ave-90405/unit-104/home/6779779,TheMLS,20-607290,N,Y,34.0045344,-118.4884895
MLS Listing,,Condo/Co-op,211 California Ave #304,Santa Monica,CA,90403,1848000,2,2.5,Santa Monica,1357,15021,1989,8,1362,700,Active,,,http://www.redfin.com/CA/Santa-Monica/211-California-Ave-90403/unit-304/home/6780872,TheMLS,20-602764,N,Y,34.0193795,-118.5017784
MLS Listing,,Condo/Co-op,1217 24th St Unit B,Santa Monica,CA,90404,1190000,2,2.0,Santa Monica,1398,4877,1991,9,851,410,Active,,,http://www.redfin.com/CA/Santa-Monica/1217-24th-St-90404/unit-B/home/6768262,TheMLS,20-606726,N,Y,34.0337905,-118.4791467
MLS Listing,,Townhouse,1122 26th St #104,Santa Monica,CA,90403,1329000,2,2.5,Santa Monica,1330,6122,2009,9,999,575,Active,,,http://www.redfin.com/CA/Santa-Monica/1122-26th-St-90403/unit-104/home/40143893,TheMLS,20-606510,N,Y,34.0367595,-118.4787964
MLS Listing,,Vacant Land,19 N Haldeman Rd,Pacific Palisades,CA,90272,4500000,,,Pacific Palisades,,11140,,9,,,Active,,,http://www.redfin.com/CA/Pacific-Palisades/19-N-Haldeman-RD-90272/home/172527137,TheMLS,20-607032,N,Y,34.038334,-118.513291
MLS Listing,,Multi-Family (5+ Unit),2224 Oak St,Santa Monica,CA,90405,2095000,4,5.0,Santa Monica,3254,8260,1937,9,644,,Active,,,http://www.redfin.com/CA/Santa-Monica/2224-Oak-St-90405/home/6765799,TheMLS,20-605710,N,Y,34.014049,-118.4611306
MLS Listing,,Condo/Co-op,1528 Yale St #6,Santa Monica,CA,90404,849000,2,1.0,Santa Monica,879,18727,1948,9,966,404,Active,,,http://www.redfin.com/CA/Santa-Monica/1528-Yale-St-90404/unit-6/home/6763839,TheMLS,20-605394,N,Y,34.0334661,-118.4695827
MLS Listing,,Single Family Residential,410 Lincoln Blvd,Santa Monica,CA,90402,6996000,7,7.0,Santa Monica,6710,7497,2016,9,1043,,Active,,,http://www.redfin.com/CA/Santa-Monica/410-Lincoln-Blvd-90402/home/6781686,TheMLS,20-606800,N,Y,34.0316237,-118.5060757
MLS Listing,,Townhouse,821 Bay St Unit B1,Santa Monica,CA,90405,1100000,3,2.0,C14 - Santa Monica,1504,17853,1981,9,731,600,Active,,,http://www.redfin.com/CA/Santa-Monica/821-Bay-St-90405/unit-B1/home/6774750,CRISNet,SR20143133,N,Y,34.01211,-118.4817637
MLS Listing,,Multi-Family (5+ Unit),1620 Washington Ave,Santa Monica,CA,90403,3400000,9,6.0,Santa Monica,5922,7496,1936,9,574,,Active,,,http://www.redfin.com/CA/Santa-Monica/1620-Washington-Ave-90403/home/6772035,TheMLS,20-606622,N,Y,34.0313891,-118.489485
MLS Listing,,Condo/Co-op,846 21st St #5,Santa Monica,CA,90403,1950000,3,2.5,Santa Monica,1906,7987,2000,10,1023,600,Active,,,http://www.redfin.com/CA/Santa-Monica/846-21st-St-90403/unit-5/home/8119134,TheMLS,20-606464,N,Y,34.0363403,-118.4876438
MLS Listing,,Single Family Residential,819 Berkeley St,Santa Monica,CA,90403,3350000,4,3.0,Santa Monica,2562,9027,1966,10,1308,,Active,,,http://www.redfin.com/CA/Santa-Monica/819-Berkeley-St-90403/home/6762313,TheMLS,20-605750,N,Y,34.0443548,-118.4793365
MLS Listing,,Townhouse,1018 NW 2nd St #3,Santa Monica,CA,90403,2555000,3,2.5,Santa Monica,2002,7507,1993,11,1276,600,Active,,,http://www.redfin.com/CA/Santa-Monica/1018-2nd-St-90403/unit-3/home/6781292,TheMLS,20-606170,N,Y,34.0196763,-118.5031858
MLS Listing,,Condo/Co-op,1319 11th St #2,Santa Monica,CA,90401,540000,1,1.0,Santa Monica,545,7523,1958,11,991,334,Active,,,http://www.redfin.com/CA/Santa-Monica/1319-11th-St-90401/unit-2/home/6774031,TheMLS,20-603968,N,Y,34.0229264,-118.4893481
MLS Listing,,Condo/Co-op,631 Pacific St #1,Santa Monica,CA,90405,1165000,2,1.0,Santa Monica,,5872,1960,12,,250,Active,,,http://www.redfin.com/CA/Santa-Monica/631-Pacific-St-90405/unit-1/home/6779210,VCRDS,220007529,N,Y,34.0094608,-118.4827034
MLS Listing,,Condo/Co-op,201 Ocean Ave Unit 1903P,Santa Monica,CA,90402,1300000,1,1.0,Santa Monica,906,38608,1971,12,1435,2559,Active,,,http://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-1903P/home/17243748,TheMLS,20-606002,N,Y,34.0270978,-118.5143597
MLS Listing,,Condo/Co-op,201 Ocean Ave Unit 1904P,Santa Monica,CA,90402,1850000,3,3.0,Santa Monica,1554,38608,1971,12,1190,3991,Active,,,http://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-1904P/home/17243645,TheMLS,20-605988,N,Y,34.0270978,-118.5143597
MLS Listing,,Single Family Residential,528 Marguerita Ave,Santa Monica,CA,90402,5650000,5,6.0,Santa Monica,6444,11043,,12,877,,Active,,,http://www.redfin.com/CA/Santa-Monica/528-Marguerita-Ave-90402/home/6782010,TheMLS,20-605984,N,Y,34.028465,-118.505956
MLS Listing,,Single Family Residential,520 Marguerita Ave,Santa Monica,CA,90402,5950000,6,7.0,Santa Monica,7044,12149,,12,845,,Active,,,http://www.redfin.com/CA/Santa-Monica/520-Marguerita-Ave-90402/home/6782009,TheMLS,20-605910,N,Y,34.028363,-118.506079
MLS Listing,,Single Family Residential,1137 Stanford St,Santa Monica,CA,90403,3199000,4,3.0,Santa Monica,2307,8529,1927,12,1387,,Active,,,http://www.redfin.com/CA/Santa-Monica/1137-Stanford-St-90403/home/6762428,TheMLS,20-600858,N,Y,34.040301,-118.4746962
MLS Listing,,Condo/Co-op,1444 11th St #8,Santa Monica,CA,90401,1490000,2,2.5,Santa Monica,1335,,2020,12,1116,464,Active,,,http://www.redfin.com/CA/Santa-Monica/1444-11th-St-90401/unit-8/home/172519168,TheMLS,20-605310,N,Y,34.0205827,-118.4878561
MLS Listing,,Condo/Co-op,1444 11th St #7,Santa Monica,CA,90401,1390000,2,2.0,Santa Monica,1118,,2020,12,1243,464,Active,,,http://www.redfin.com/CA/Santa-Monica/1444-11th-St-90401/unit-7/home/172519167,TheMLS,20-605306,N,Y,34.0205827,-118.4878561
MLS Listing,,Condo/Co-op,1253 17th St #102,Santa Monica,CA,90404,1749000,2,2.5,Santa Monica,1966,7523,2014,12,890,545,Active,,,http://www.redfin.com/CA/Santa-Monica/1253-17th-St-90404/unit-102/home/79039746,TheMLS,20-605766,N,Y,34.0281776,-118.484431
MLS Listing,,Condo/Co-op,847 5th St #108,Santa Monica,CA,90403,965000,2,2.0,Santa Monica,1261,15001,1969,12,765,450,Active,,,http://www.redfin.com/CA/Santa-Monica/847-5th-St-90403/unit-108/home/6780322,TheMLS,20-605646,N,Y,34.0245538,-118.5023025
MLS Listing,,Condo/Co-op,201 Ocean Ave Unit 508B,Santa Monica,CA,90402,1750000,2,2.0,Santa Monica,1228,57915,1971,12,1425,6626,Active,,,http://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-508B/home/17171326,TheMLS,20-605564,N,Y,34.0270978,-118.5143597
MLS Listing,,Single Family Residential,130 Hart Ave,Santa Monica,CA,90405,3599000,2,3.0,Santa Monica,2287,2365,1906,13,1574,,Active,,,http://www.redfin.com/CA/Santa-Monica/130-Hart-Ave-90405/home/6778606,VCRDS,220007451,N,Y,34.0021298,-118.4862762
MLS Listing,,Condo/Co-op,520 Strand St #2,Santa Monica,CA,90405,985000,2,2.0,Santa Monica,923,11243,1963,13,1067,429,Active,,,http://www.redfin.com/CA/Santa-Monica/520-Strand-St-90405/unit-2/home/6779331,TheMLS,20-605366,N,Y,34.0075657,-118.4826423
MLS Listing,,Single Family Residential,721 16th St,Santa Monica,CA,90402,3799000,5,4.0,Santa Monica,3555,7507,1924,13,1069,,Active,,,http://www.redfin.com/CA/Santa-Monica/721-16th-St-90402/home/6770966,TheMLS,20-605356,N,Y,34.0344322,-118.4935435
MLS Listing,,Condo/Co-op,943 14th St #4,Santa Monica,CA,90403,1998000,3,1.75,Santa Monica,1955,7509,,13,1022,350,Active,,,http://www.redfin.com/CA/Santa-Monica/943-14th-St-90403/unit-4/home/105720510,TheMLS,20-604930,N,Y,34.0301156,-118.4923587
MLS Listing,,Single Family Residential,332 17th,Santa Monica,CA,90402,7249000,5,6.25,C14 - Santa Monica,6200,7500,2020,13,1169,,Active,,,http://www.redfin.com/CA/Santa-Monica/332-17th-St-90402/home/6770890,CRISNet,SR20140365,N,Y,34.03909,-118.4982319
MLS Listing,,Condo/Co-op,201 Ocean Ave Unit 1702B,Santa Monica,CA,90402,899000,0,1.0,Pacific Palisades,510,57915,1971,14,1763,1535,Active,,,http://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-1702B/home/17243686,TheMLS,20-604874,N,Y,34.0270978,-118.5143597
MLS Listing,,Townhouse,1823 11th St #4,Santa Monica,CA,90404,998000,2,2.5,Santa Monica,1335,7465,1980,14,748,373,Active,,,http://www.redfin.com/CA/Santa-Monica/1823-11th-St-90404/unit-4/home/6774594,TheMLS,20-602474,N,Y,34.0158116,-118.4810417
MLS Listing,,Condo/Co-op,833 21st St #7,Santa Monica,CA,90403,919000,2,2.0,Santa Monica,1081,8011,1971,14,850,301,Active,,,http://www.redfin.com/CA/Santa-Monica/833-21st-St-90403/unit-7/home/6768598,TheMLS,20-604032,N,Y,34.0370569,-118.4874693
MLS Listing,,Multi-Family (5+ Unit),1045 Ocean Ave,Santa Monica,CA,90403,15990000,18,14.0,C14 - Santa Monica,15005,11260,1922,14,1066,,Active,,,http://www.redfin.com/CA/Santa-Monica/1045-Ocean-Ave-90403/home/6781161,CRMLS,AR20136079,N,Y,34.0187806,-118.5030638
MLS Listing,,Single Family Residential,435 Hillside Ln,Santa Monica,CA,90402,1850000,3,2.0,Santa Monica,,5152,1955,14,,,Active,,,http://www.redfin.com/CA/Santa-Monica/435-Hillside-Ln-90402/home/6840458,TheMLS,20-603924,N,Y,34.0328049,-118.5184863
MLS Listing,,Single Family Residential,1014 Berkeley St,Santa Monica,CA,90403,8450000,7,8.0,Santa Monica,7500,8409,2020,15,1127,,Active,,,http://www.redfin.com/CA/Santa-Monica/1014-Berkeley-St-90403/home/6762381,TheMLS,20-600836,N,Y,34.0421686,-118.4760632
MLS Listing,,Condo/Co-op,2625 4th St Unit D,Santa Monica,CA,90405,789000,2,1.5,Santa Monica,880,5521,1958,16,897,460,Active,,,http://www.redfin.com/CA/Santa-Monica/2625-4th-St-90405/unit-D/home/172488134,TheMLS,20-601984,N,Y,34.0036507,-118.4806236
MLS Listing,,Condo/Co-op,2625 4th St Unit C,Santa Monica,CA,90405,699000,2,1.5,Santa Monica,888,5521,1958,16,787,411,Active,,,http://www.redfin.com/CA/Santa-Monica/2625-4th-St-90405/unit-C/home/172488132,TheMLS,20-601892,N,Y,34.0036507,-118.4806236
MLS Listing,,Single Family Residential,712 San Lorenzo St,Santa Monica,CA,90402,4449000,5,4.0,Santa Monica,4700,6904,1949,16,947,,Active,,,http://www.redfin.com/CA/Santa-Monica/712-San-Lorenzo-St-90402/home/6839826,TheMLS,20-602962,N,Y,34.0382895,-118.5094096
MLS Listing,,Single Family Residential,1754 Wellesley Dr,Santa Monica,CA,90405,1749000,2,1.5,Santa Monica,1170,6326,1950,16,1495,,Active,,,http://www.redfin.com/CA/Santa-Monica/1754-Wellesley-Dr-90405/home/6776018,TheMLS,20-600608,N,Y,34.0090019,-118.4620058
MLS Listing,,Single Family Residential,133 Ocean Park Blvd,Santa Monica,CA,90405,6587000,3,2.5,Santa Monica,2263,2358,1905,16,2911,,Active,,,http://www.redfin.com/CA/Santa-Monica/133-Ocean-Park-Blvd-90405/home/6778651,TheMLS,20-603520,N,Y,34.0014591,-118.4854991
MLS Listing,,Townhouse,1010 19th St #3,Santa Monica,CA,90403,1295000,2,3.0,Santa Monica,1526,19845,1963,16,849,560,Active,,,http://www.redfin.com/CA/Santa-Monica/1010-19th-St-90403/unit-3/home/6769567,TheMLS,20-602972,N,Y,34.0329422,-118.487355
MLS Listing,,Condo/Co-op,2427 Centinela Ave Unit F,Santa Monica,CA,90405,475000,1,1.0,Santa Monica,625,17862,1950,17,760,241,Active,,,http://www.redfin.com/CA/Santa-Monica/2427-S-Centinela-Ave-90405/unit-F/home/6765016,TheMLS,20-603148,N,Y,34.0264118,-118.4520333
MLS Listing,,Condo/Co-op,1511 16th St #204,Santa Monica,CA,90404,799000,1,1.5,Santa Monica,,7506,1991,19,,316,Active,,,http://www.redfin.com/CA/Santa-Monica/1511-16th-St-90404/unit-204/home/6774365,TheMLS,20-602786,N,Y,34.0241761,-118.4815971
MLS Listing,,Townhouse,428 Hill St #7,Santa Monica,CA,90405,1575000,3,2.25,Santa Monica,1461,14784,1973,19,1078,473,Active,,,http://www.redfin.com/CA/Santa-Monica/428-Hill-St-90405/unit-7/home/6777826,TheMLS,20-602456,N,Y,34.003113,-118.4791889
MLS Listing,,Townhouse,1135 17th St Unit D,Santa Monica,CA,90403,1549000,2,2.25,Santa Monica,1496,7519,1993,19,1035,500,Active,,,http://www.redfin.com/CA/Santa-Monica/1135-17th-St-90403/unit-D/home/6768081,TheMLS,20-601316,N,Y,34.029881,-118.486416
MLS Listing,,Single Family Residential,710 Marguerita Ave,Santa Monica,CA,90402,4950000,5,4.25,C14 - Santa Monica,4474,7497,2001,20,1106,,Active,,,http://www.redfin.com/CA/Santa-Monica/710-Marguerita-Ave-90402/home/6782034,CRISNet,SR20134239,N,Y,34.0299597,-118.5050307
MLS Listing,,Condo/Co-op,1118 3rd St #205,Santa Monica,CA,90403,1745000,2,2.0,Santa Monica,1649,30007,1982,20,1058,785,Active,,,http://www.redfin.com/CA/Santa-Monica/1118-3rd-St-90403/unit-205/home/6780797,TheMLS,20-601904,N,Y,34.0189178,-118.5004556
MLS Listing,,Townhouse,30 Sea Colony Dr,Santa Monica,CA,90405,2395000,2,2.5,Santa Monica,1855,,1979,20,1291,1200,Active,,,http://www.redfin.com/CA/Santa-Monica/30-Sea-Colony-Dr-90405/home/6778840,TheMLS,20-601086,N,Y,33.9977428,-118.482334
MLS Listing,,Condo/Co-op,832 Euclid St #208,Santa Monica,CA,90403,839000,1,1.0,Santa Monica,806,15005,1973,20,1041,334,Active,,,http://www.redfin.com/CA/Santa-Monica/832-Euclid-St-90403/unit-208/home/6772642,TheMLS,20-600842,N,Y,34.0304428,-118.4955104
MLS Listing,,Single Family Residential,1440 Berkeley St,Santa Monica,CA,90404,2350000,3,1.0,Santa Monica,1142,7808,1947,20,2058,,Active,,,http://www.redfin.com/CA/Santa-Monica/1440-Berkeley-St-90404/home/6763564,TheMLS,20-601828,N,Y,34.0360904,-118.4687872
